"ID" "replicate" "c_intra" "f" "eo" "B" "del" "a" "c_glob" "ci" "emax" "e_type" "eo_2" "a_s" "g_s" "ho_type" "ho" "ho_step" "hmin" "Mutation" "mu" "mu_step" "mo" "a_m" "g_m"
319 9 0.45 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
320 10 0.45 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
321 1 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
322 2 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
323 3 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
324 4 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
325 5 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
326 6 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
327 7 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
328 8 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
329 9 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
330 10 0.5 0.2 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
331 1 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
332 2 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
333 3 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
334 4 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
335 5 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
336 6 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
337 7 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
338 8 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
339 9 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
340 10 0 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
341 1 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
342 2 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
343 3 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
344 4 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
345 5 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
346 6 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
347 7 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
348 8 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
349 9 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
350 10 0.05 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
351 1 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
352 2 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
353 3 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
354 4 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
355 5 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
356 6 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
357 7 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
358 8 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
359 9 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
360 10 0.1 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
361 1 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
362 2 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
363 3 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
364 4 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
365 5 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
366 6 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
367 7 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
368 8 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
369 9 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
370 10 0.15 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
371 1 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
372 2 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
373 3 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
374 4 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
375 5 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
376 6 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
377 7 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
378 8 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
379 9 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
380 10 0.2 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
381 1 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
382 2 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
383 3 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
384 4 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
385 5 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
386 6 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
387 7 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
388 8 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
389 9 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
390 10 0.25 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
391 1 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
392 2 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
393 3 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
394 4 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
395 5 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
396 6 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
397 7 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
398 8 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
399 9 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
400 10 0.3 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
401 1 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
402 2 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
403 3 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
404 4 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
405 5 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
406 6 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
407 7 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
408 8 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
409 9 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
410 10 0.35 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
411 1 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
412 2 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
413 3 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
414 4 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
415 5 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
416 6 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
417 7 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
418 8 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
419 9 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
420 10 0.4 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
421 1 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
422 2 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
423 3 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
424 4 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
425 5 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
426 6 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
427 7 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
428 8 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
429 9 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
430 10 0.45 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
431 1 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
432 2 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
433 3 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
434 4 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
435 5 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
436 6 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
437 7 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
438 8 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
439 9 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
440 10 0.5 0.3 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
441 1 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
442 2 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
443 3 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
444 4 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
445 5 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
446 6 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
447 7 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
448 8 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
449 9 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
450 10 0 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
451 1 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
452 2 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
453 3 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
454 4 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
455 5 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
456 6 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
457 7 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
458 8 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
459 9 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
460 10 0.05 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
461 1 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
462 2 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
463 3 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
464 4 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
465 5 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
466 6 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
467 7 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
468 8 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
469 9 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
470 10 0.1 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
471 1 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
472 2 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
473 3 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
474 4 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
475 5 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
476 6 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
477 7 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
478 8 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
479 9 0.15 0.4 1.1 0.8 0.1 0 0.2 1 1.2 "change" 0.6 7.5 1 "distri" 6 0.05 2 TRUE 0.01 0.05 0.01 0.2 1
